hometown,country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Cherry Hill, N.J.",USA,39.933598,-75.015711,1,street_center,,"Cherry Hill Blvd",,,"Cherry Hill",NJ,"Camden County",08002,US,"TIGER/Line® dataset from the US Census Bureau"
"Mountainside, NJ",USA,40.680701,-74.358394,1,place,,,,,Mountainside,NJ,"Union County",07092,US,"TIGER/Line® dataset from the US Census Bureau"
"Staten Island, NY",USA,40.601817,-74.06052,1,street_center,,"Staten Island Pkwy",,,"Staten Island",NY,"Richmond County",10305,US,"TIGER/Line® dataset from the US Census Bureau"
"Wayne, NJ",USA,40.921412,-74.283304,1,street_center,,"Wayne St",,,Wayne,NJ,"Passaic County",07470,US,"TIGER/Line® dataset from the US Census Bureau"
"New Milford, NJ",USA,40.94417,-74.00122,0.9,street_center,,"New Milford Ave",,,Dumont,NJ,"Bergen County",07628,US,"TIGER/Line® dataset from the US Census Bureau"
"Cedar Park, TX",USA,30.511219,-97.835051,1,street_center,,"Cedar Park Dr",,,"Cedar Park",TX,"Williamson County",78613,US,"TIGER/Line® dataset from the US Census Bureau"
"Monroe Township, NJ",USA,40.901829,-74.408102,0.9,street_center,,"Monroe St",,,Boonton,NJ,"Morris County",07005,US,"TIGER/Line® dataset from the US Census Bureau"
"Mahwah, NJ",USA,41.092064,-74.135716,1,street_center,,"Mahwah Rd",,,Mahwah,NJ,"Bergen County",07430,US,"TIGER/Line® dataset from the US Census Bureau"
"Middlesex, Va.",USA,37.605794,-76.438108,1,street_center,,"Middlesex St",,,Topping,VA,"Middlesex County",23169,US,"TIGER/Line® dataset from the US Census Bureau"
"Cherokee, N.C.",USA,35.084086,-84.038637,0.9,street_center,,Cherokee,,,Murphy,NC,"Cherokee County",28906,US,"TIGER/Line® dataset from the US Census Bureau"
"Scotch Plains, N.J.",USA,40.639415,-74.353743,0.9,street_center,,"Scotch Plains Ave",,,Westfield,NJ,"Union County",07090,US,"TIGER/Line® dataset from the US Census Bureau"
"Pendleton, N.Y.",USA,43.087002,-78.72781,0.4,place,,,,,Pendleton,NY,"Niagara County",14094,US,"TIGER/Line® dataset from the US Census Bureau"
"Fairport, N.Y.",USA,43.104159,-77.487138,0.9,street_center,,"Fairport Rd",,,"East Rochester",NY,"Monroe County",14445,US,"TIGER/Line® dataset from the US Census Bureau"
"Chanhassen, Minn.",USA,0,0,0,,,,,,,,,,,
"Savannah, Texas",USA,0,0,0,,,,,,,,,,,
"Arden, N.C.",USA,35.579784,-82.547816,0.9,street_center,,"Arden Ct",,,Asheville,NC,"Buncombe County",28803,US,"TIGER/Line® dataset from the US Census Bureau"
"Gurabo, PR",USA,18.259092,-65.974641,1,place,,,,,Gurabo,PR,"Gurabo Municipio",00778,US,"TIGER/Line® dataset from the US Census Bureau"
"Troy, IL",USA,38.713657,-89.928257,0.9,street_center,,"Troy Rd",,,Collinsville,IL,"Madison County",62234,US,"TIGER/Line® dataset from the US Census Bureau"
"Mayville, NY",USA,42.25395,-79.50449,1,place,,,,,Mayville,NY,"Chautauqua County",14757,US,"TIGER/Line® dataset from the US Census Bureau"
"North Collins, NY",USA,42.575299,-78.938538,1,street_center,,"N Collins Rd",,,"North Collins",NY,"Erie County",14111,US,"TIGER/Line® dataset from the US Census Bureau"
"Springfield, VA",USA,38.711779,-78.431163,1,street_center,,"Springfield Rd",,,Luray,VA,"Page County",22835,US,"TIGER/Line® dataset from the US Census Bureau"
"Jamestown, N.Y.",USA,42.120084,-79.317177,0.9,street_center,,"Jamestown St",,,"Bemus Point",NY,"Chautauqua County",14712,US,"TIGER/Line® dataset from the US Census Bureau"
"Hamburg, N.Y.",USA,42.227507,-73.857281,1,street_center,,"Hamburg Rd",,,Catskill,NY,"Greene County",12414,US,"TIGER/Line® dataset from the US Census Bureau"
"Eden, N.Y.",USA,42.670444,-78.827578,0.9,street_center,,"E Eden Rd",,,Eden,NY,"Erie County",14057,US,"TIGER/Line® dataset from the US Census Bureau"
"Huntington Station, N.Y.",USA,40.854614,-73.396629,0.8,street_center,,"Huntington Farm Rd",,,"Huntington Station",NY,"Suffolk County",11746,US,"TIGER/Line® dataset from the US Census Bureau"
"North Tonawanda, N.Y.",USA,43.086798,-78.708307,0.6,street_center,,"Tonawanda Creek Rd",,,Lockport,NY,"Niagara County",14094,US,"TIGER/Line® dataset from the US Census Bureau"
"Clarence Center, N.Y.",USA,43.005893,-78.596245,0.9,street_center,,"Clarence Center Rd",,,Clarence,NY,"Erie County",14031,US,"TIGER/Line® dataset from the US Census Bureau"
"Springville, N.Y.",USA,40.859472,-72.525509,1,street_center,,"Springville Rd",,,"Hampton Bays",NY,"Suffolk County",11946,US,"TIGER/Line® dataset from the US Census Bureau"
"Lake View, N.Y.",USA,42.841332,-76.504734,0.9,street_center,,"Lake View Dr",,,Auburn,NY,"Cayuga County",13021,US,"TIGER/Line® dataset from the US Census Bureau"
"Asheville, N.Y.",USA,42.096801,-79.363136,1,street_center,,"Ashville Rd",,,Ashville,NY,"Chautauqua County",14710,US,"TIGER/Line® dataset from the US Census Bureau"
"Fountain, CO",USA,38.681946,-104.705709,0.9,street_center,,"S Fountain St",,,Fountain,CO,"El Paso County",80817,US,"TIGER/Line® dataset from the US Census Bureau"
"Chesapeake Beach, MD",USA,38.704691,-76.585891,0.9,street_center,,"Chesapeake Beach Rd",,,Owings,MD,"Calvert County",20736,US,"TIGER/Line® dataset from the US Census Bureau"
"Odenton, MD",USA,39.084263,-76.700091,1,street_center,,"Odenton Rd",,,Odenton,MD,"Anne Arundel County",21113,US,"TIGER/Line® dataset from the US Census Bureau"
"Bolingbrook, IL",USA,41.673362,-88.06756,0.9,street_center,,"Bolingbrook Dr",,,Lemont,IL,"Will County",60439,US,"TIGER/Line® dataset from the US Census Bureau"
"Marysville, MI",USA,42.91253,-82.48686,1,place,,,,,Marysville,MI,"St. Clair County",48040,US,"TIGER/Line® dataset from the US Census Bureau"
"Natick, MA",USA,42.28343,-71.3495,1,place,,,,,Natick,MA,"Middlesex County",01760,US,"TIGER/Line® dataset from the US Census Bureau"
"Cumberland, MD",USA,39.580691,-78.690593,0.5,place,,,,,Cumberland,MD,"Allegany County",21501,US,"TIGER/Line® dataset from the US Census Bureau"
"Emmaus, PA",USA,40.509982,-75.457516,1,street_center,,"Emmaus Rd",,,Emmaus,PA,"Lehigh County",18049,US,"TIGER/Line® dataset from the US Census Bureau"
"Clarksburg, MD",USA,39.283613,-77.274654,1,street_center,,"Clarksburg Rd",,,Clarksburg,MD,"Montgomery County",20871,US,"TIGER/Line® dataset from the US Census Bureau"
"Keyser, W.Va.",USA,0,0,0,,,,,,,,,,,
"Pickerington, OH",USA,39.80692,-82.736194,0.9,street_center,,"Pickerington Rd",,,Carroll,OH,"Fairfield County",43112,US,"TIGER/Line® dataset from the US Census Bureau"
"Moon Township, PA",USA,40.508957,-80.239226,0.8,place,,,,,Moon,PA,"Allegheny County",15108,US,"TIGER/Line® dataset from the US Census Bureau"
"Nashua, NH",USA,42.764358,-71.462995,1,street_center,,"Nashua Dr",,,Nashua,NH,"Hillsborough County",03063,US,"TIGER/Line® dataset from the US Census Bureau"
"Lake Orion, MI",USA,42.723081,-83.276903,0.5,place,,,,,"Lake Orion",MI,"Oakland County",48359,US,"TIGER/Line® dataset from the US Census Bureau"
"Austin, TX.",USA,30.386691,-97.691927,0.8,street_center,,"Austin Park Ln",,,Austin,TX,"Travis County",78758,US,"TIGER/Line® dataset from the US Census Bureau"
"Longmont, CO.",USA,40.236778,-105.319021,0.6,street_center,,"Longmont Dam Rd",,,Lyons,CO,"Boulder County",80540,US,"TIGER/Line® dataset from the US Census Bureau"
"New Berlin, WI.",USA,42.969924,-88.177554,1,place,,,,,"New Berlin",WI,"Waukesha County",53146,US,"TIGER/Line® dataset from the US Census Bureau"
"Northville, MI.",USA,42.403221,-83.469416,1,street_center,,"Northville Rd",,,Northville,MI,"Wayne County",48167,US,"TIGER/Line® dataset from the US Census Bureau"
"Demarest, N.J.",USA,40.955001,-73.958247,1,street_center,,"Demarest Ave",,,Demarest,NJ,"Bergen County",07627,US,"TIGER/Line® dataset from the US Census Bureau"
"Chester, N.J.",USA,40.795529,-74.650954,1,street_center,,"Chester Pl",,,Chester,NJ,"Morris County",07930,US,"TIGER/Line® dataset from the US Census Bureau"
"Marlboro, N.J.",USA,39.468052,-75.324604,1,street_center,,"Marlboro Rd",,,Bridgeton,NJ,"Cumberland County",08302,US,"TIGER/Line® dataset from the US Census Bureau"
"Center Valley, PA",USA,40.543998,-75.41242,0.5,place,,,,,"Center Valley",PA,"Lehigh County",18034,US,"TIGER/Line® dataset from the US Census Bureau"
"Garnet Valley, PA",USA,39.886416,-75.379594,0.9,street_center,,"Garnet Ln",,,Wallingford,PA,"Delaware County",19086,US,"TIGER/Line® dataset from the US Census Bureau"
"Clinton, NJ",USA,40.63677,-74.90989,0.5,place,,,,,Clinton,NJ,"Hunterdon County",08809,US,"TIGER/Line® dataset from the US Census Bureau"
"Washington, MI",USA,42.755979,-83.037598,0.5,place,,,,,Washington,MI,"Macomb County",48094,US,"TIGER/Line® dataset from the US Census Bureau"
"Kennett Square, PA",USA,39.83119,-75.701181,1,street_center,,"Kennett Ridge Dr",,,"Kennett Square",PA,"Chester County",19348,US,"TIGER/Line® dataset from the US Census Bureau"
"Metuchen, NJ",USA,40.315031,-74.457125,0.9,street_center,,"Metuchen Dr",,,Jamesburg,NJ,"Middlesex County",08831,US,"TIGER/Line® dataset from the US Census Bureau"
"Drexel Hill, PA",USA,39.946554,-75.304822,0.95,street_center,,"Drexel Ave",,,"Drexel Hill",PA,"Delaware County",19026,US,"TIGER/Line® dataset from the US Census Bureau"
"West Grove, PA",USA,39.841367,-75.847944,1,place,,,,,"West Grove",PA,"Chester County",19390,US,"TIGER/Line® dataset from the US Census Bureau"
"Skillman, NJ",USA,40.42267,-74.689799,1,street_center,,"Skillman Rd",,,Skillman,NJ,"Somerset County",08558,US,"TIGER/Line® dataset from the US Census Bureau"
"Media, PA",USA,39.912705,-75.401155,1,street_center,,"Media Byp",,,Media,PA,"Delaware County",19063,US,"TIGER/Line® dataset from the US Census Bureau"
"Columbus, NJ",USA,40.072974,-74.743292,1,street_center,,"Columbus Rd",,,Columbus,NJ,"Burlington County",08022,US,"TIGER/Line® dataset from the US Census Bureau"
"Arlington, TX",USA,32.635563,-97.148829,0.5,place,,,,,Arlington,TX,"Tarrant County",76001,US,"TIGER/Line® dataset from the US Census Bureau"
"Grapevine, TX",USA,32.967157,-97.036984,0.9,street_center,,"Grapevine Mills Pkwy",,,Grapevine,TX,"Tarrant County",76051,US,"TIGER/Line® dataset from the US Census Bureau"
"Cedar Hill, TX",USA,32.58881,-96.954844,1,street_center,,"Cedar St",,,"Cedar Hill",TX,"Dallas County",75104,US,"TIGER/Line® dataset from the US Census Bureau"
"Pearland, TX",USA,29.522146,-95.289143,0.8,street_center,,"Veterans Dr",,,Pearland,TX,"Brazoria County",77584,US,"TIGER/Line® dataset from the US Census Bureau"
"Killeen, TX",USA,31.117941,-97.736752,1,street_center,,"Killeen St",,,Killeen,TX,"Bell County",76541,US,"TIGER/Line® dataset from the US Census Bureau"
"Raleigh, NC",USA,35.797903,-78.611164,0.9,street_center,,"S Raleigh Blvd",,,Raleigh,NC,"Wake County",27610,US,"TIGER/Line® dataset from the US Census Bureau"
"Oconomowoc, WI",USA,43.098989,-88.496567,1,street_center,,"Oconomowoc Rd",,,Oconomowoc,WI,"Waukesha County",53066,US,"TIGER/Line® dataset from the US Census Bureau"
"Centerburg, OH",USA,40.285178,-82.801569,0.9,street_center,,"Centerburg Rd",,,Sunbury,OH,"Delaware County",43074,US,"TIGER/Line® dataset from the US Census Bureau"
"Grand Meadow, Minn.",USA,0,0,0,,,,,,,,,,,
"Blooming Prairie, Minn.",USA,0,0,0,,,,,,,,,,,
"Mayer, Minn.",USA,0,0,0,,,,,,,,,,,
"Byron, Minn.",USA,0,0,0,,,,,,,,,,,
"Saint Peter, Minn.",USA,0,0,0,,,,,,,,,,,
"Steele, N.D.",USA,46.875966,-99.798975,1,place,,,,,Steele,ND,"Kidder County",58482,US,"TIGER/Line® dataset from the US Census Bureau"
"Richfield, Minn.",USA,0,0,0,,,,,,,,,,,
"Vadnais Heights, Minn.",USA,0,0,0,,,,,,,,,,,
"Camp Hill, PA",USA,40.233742,-76.932807,1,street_center,,"Camp Hill Byp",,,"Camp Hill",PA,"Cumberland County",17011,US,"TIGER/Line® dataset from the US Census Bureau"
"Lisbon, OH",USA,40.812379,-80.784469,1,street_center,,"Lisbon Rd",,,Lisbon,OH,"Columbiana County",44432,US,"TIGER/Line® dataset from the US Census Bureau"
"Keyser, WV",USA,38.999334,-79.126196,0.9,street_center,,"Keyser Ave",,,Petersburg,WV,"Grant County",26847,US,"TIGER/Line® dataset from the US Census Bureau"
"Mount Joy, PA",USA,40.153859,-79.497711,1,street_center,,"MT Joy Rd",,,"Mount Pleasant",PA,"Westmoreland County",15666,US,"TIGER/Line® dataset from the US Census Bureau"
"Lancaster, PA",USA,40.111595,-76.478491,0.8,street_center,,"Lancaster E",,,"Mount Joy",PA,"Lancaster County",17552,US,"TIGER/Line® dataset from the US Census Bureau"
"Brecksville, OH",USA,41.361424,-81.636252,0.9,street_center,,"Brecksville Rd",,,Independence,OH,"Cuyahoga County",44131,US,"TIGER/Line® dataset from the US Census Bureau"
"Colorado Springs, CO",USA,38.828893,-104.809929,0.5,place,,,,,"Colorado Springs",CO,"El Paso County",80903,US,"TIGER/Line® dataset from the US Census Bureau"
"Greencastle, PA",USA,39.805922,-77.726127,1,place,,,,,Greencastle,PA,"Franklin County",17225,US,"TIGER/Line® dataset from the US Census Bureau"
"Bidwell, OH",USA,38.92307,-82.276201,1,place,,,,,Bidwell,OH,"Gallia County",45614,US,"TIGER/Line® dataset from the US Census Bureau"
"Galena, OH",USA,40.257606,-82.909399,0.8,street_center,,"S Galena Rd",,,Sunbury,OH,"Delaware County",43074,US,"TIGER/Line® dataset from the US Census Bureau"
"Fort Leonard Wood, MO",USA,37.767687,-92.111975,1,place,,,,,"Fort Leonard Wood",MO,"Pulaski County",65473,US,"TIGER/Line® dataset from the US Census Bureau"
"Altoona, PA",USA,40.516637,-78.373972,0.9,street_center,,"E Altoona Ave",,,Altoona,PA,"Blair County",16602,US,"TIGER/Line® dataset from the US Census Bureau"
"Fayette City, PA",USA,40.125448,-79.867599,0.9,street_center,,"Fayette City Rd",,,"Belle Vernon",PA,"Fayette County",15012,US,"TIGER/Line® dataset from the US Census Bureau"
"Monaca, PA",USA,40.661608,-80.263331,1,street_center,,"Monaca Rd",,,Monaca,PA,"Beaver County",15061,US,"TIGER/Line® dataset from the US Census Bureau"
"Millersburg, OH",USA,40.431364,-82.263202,0.9,street_center,,"Millersburg Rd",,,Danville,OH,"Knox County",43014,US,"TIGER/Line® dataset from the US Census Bureau"
"Wanamingo, Minn.",USA,0,0,0,,,,,,,,,,,
"North St. Paul, Minn.",USA,0,0,0,,,,,,,,,,,
"St. Louis Park, Minn.",USA,0,0,0,,,,,,,,,,,
"New Ulm, Minn.",USA,0,0,0,,,,,,,,,,,
"Sioux Falls, SD.",USA,43.543191,-96.745422,0.86,street_center,,"W Sioux St",,,"Sioux Falls",SD,"Minnehaha County",57104,US,"TIGER/Line® dataset from the US Census Bureau"
"Fairbault, Minn.",USA,0,0,0,,,,,,,,,,,
"Westphalia, MI",USA,42.926718,-84.798928,0.9,street_center,,"S Westphalia St",,,Westphalia,MI,"Clinton County",48894,US,"TIGER/Line® dataset from the US Census Bureau"
"Mount Pleasant, N.C.",USA,35.195265,-79.157419,1,street_center,,"Mt Pleasant Ln",,,Vass,NC,"Moore County",28394,US,"TIGER/Line® dataset from the US Census Bureau"
"West Creek, N.J.",USA,39.621677,-74.283228,0.9,street_center,,"S Creek Dr",,,"West Creek",NJ,"Ocean County",08092,US,"TIGER/Line® dataset from the US Census Bureau"
"Lexington, N.C.",USA,35.709298,-79.83028,0.86,street_center,,"Lexington Pl",,,Asheboro,NC,"Randolph County",27205,US,"TIGER/Line® dataset from the US Census Bureau"
"Etowah, N.C.",USA,35.31662,-82.5956,1,place,,,,,Etowah,NC,"Henderson County",28729,US,"TIGER/Line® dataset from the US Census Bureau"
"Flora, Ind.",USA,0,0,0,,,,,,,,,,,
"Team IMPACT Honorary Member",USA,32.499846,-99.745923,0.8,place,,,,,Impact,TX,"Taylor County",79603,US,"TIGER/Line® dataset from the US Census Bureau"
"Acworth, GA",USA,34.029,-84.750641,1,street_center,,"Acworth Rd",,,Acworth,GA,"Paulding County",30101,US,"TIGER/Line® dataset from the US Census Bureau"
"Boca Raton, FL",USA,26.36711,-80.179564,0.95,street_center,,"Boca Dr",,,"Boca Raton",FL,"Palm Beach County",33433,US,"TIGER/Line® dataset from the US Census Bureau"
"Winder, GA",USA,33.987138,-83.698498,0.5,place,,,,,Winder,GA,"Barrow County",30680,US,"TIGER/Line® dataset from the US Census Bureau"
"Woodstock, GA",USA,34.127398,-84.481787,0.5,place,,,,,Woodstock,GA,"Cherokee County",30188,US,"TIGER/Line® dataset from the US Census Bureau"
"Shalimar, FL",USA,30.445812,-86.584001,1,street_center,,"Shalimar Cv",,,Shalimar,FL,"Okaloosa County",32579,US,"TIGER/Line® dataset from the US Census Bureau"
"Hoschton, GA",USA,34.119688,-83.583243,0.9,street_center,,"Hoschton St",,,Jefferson,GA,"Jackson County",30549,US,"TIGER/Line® dataset from the US Census Bureau"
"Alpharetta, GA",USA,34.066252,-84.307152,1,street_center,,"Alpharetta Hwy",,,Alpharetta,GA,"Fulton County",30004,US,"TIGER/Line® dataset from the US Census Bureau"
"Athens, GA",USA,33.9648,-83.31283,1,street_center,,"Athens Rd",,,Athens,GA,"Clarke County",30605,US,"TIGER/Line® dataset from the US Census Bureau"
"Stockbridge, GA",USA,33.594002,-84.114872,1,street_center,,"Stockbridge Hwy",,,Stockbridge,GA,"Rockdale County",30281,US,"TIGER/Line® dataset from the US Census Bureau"
"Stuart, FL",USA,27.211147,-80.261609,0.9,street_center,,"NW Stuart Ave",,,Stuart,FL,"Martin County",34994,US,"TIGER/Line® dataset from the US Census Bureau"
"Gastonia, NC",USA,35.247694,-81.08647,1,street_center,,"Gaston Rd",,,Gastonia,NC,"Gaston County",28056,US,"TIGER/Line® dataset from the US Census Bureau"
"Kennesaw, GA",USA,34.018012,-84.621655,1,street_center,,"Kennesaw Dr",,,Kennesaw,GA,"Cobb County",30152,US,"TIGER/Line® dataset from the US Census Bureau"
"Perry, FL",USA,30.17247,-83.609333,1,place,,,,,Perry,FL,"Taylor County",32347,US,"TIGER/Line® dataset from the US Census Bureau"
"Manorville, NY",USA,42.137109,-74.037732,1,street_center,,"Manorville Rd",,,Saugerties,NY,"Ulster County",12477,US,"TIGER/Line® dataset from the US Census Bureau"
"Hudson Falls, N.Y.",USA,43.299139,-73.584504,1,street_center,,"Hudson Pl",,,"Hudson Falls",NY,"Washington County",12839,US,"TIGER/Line® dataset from the US Census Bureau"
"Rockaway Beach, N.Y.",USA,0,0,0,,,,,,,,,,,
"Hogansburg, N.Y.",USA,44.980232,-74.647334,1,place,,,,,Hogansburg,NY,"Franklin County",13655,US,"TIGER/Line® dataset from the US Census Bureau"
"Kapolei, HI",USA,21.337512,-158.034999,1,street_center,,"Kapolei Pkwy",,,Kapolei,HI,"Honolulu County",96707,US,"TIGER/Line® dataset from the US Census Bureau"
"Candor, N.Y.",USA,42.228854,-76.409184,0.8,street_center,,"W Candor Rd",,,Willseyville,NY,"Tioga County",13864,US,"TIGER/Line® dataset from the US Census Bureau"
"Newburgh, N.Y.",USA,41.329239,-74.202905,0.9,street_center,,"Newbury St",,,Monroe,NY,"Orange County",10950,US,"TIGER/Line® dataset from the US Census Bureau"
"Oneonta, N.Y.",USA,42.461688,-75.096727,0.5,place,,,,,Oneonta,NY,"Otsego County",13820,US,"TIGER/Line® dataset from the US Census Bureau"
"Owego, N.Y.",USA,42.157396,-76.30778,1,street_center,,"Owego Rd",,,Owego,NY,"Tioga County",13827,US,"TIGER/Line® dataset from the US Census Bureau"
"Hopewell Junction, N.Y.",USA,41.572535,-73.84513,0.86,street_center,,"Old Hopewell Rd",,,"Hopewell Junction",NY,"Dutchess County",12533,US,"TIGER/Line® dataset from the US Census Bureau"
"Brewster, N.Y.",USA,41.356658,-73.65493,1,street_center,,"Brewster Ave",,,Brewster,NY,"Putnam County",10509,US,"TIGER/Line® dataset from the US Census Bureau"
"El Dorado Hills, CA",USA,38.677025,-121.077471,1,street_center,,"El Dorado Hills Blvd",,,"El Dorado Hills",CA,"El Dorado County",95762,US,"TIGER/Line® dataset from the US Census Bureau"
"Salem, OR",USA,44.639302,-123.078092,0.8,street_center,,"Salem Ave SE",,,Albany,OR,"Linn County",97321,US,"TIGER/Line® dataset from the US Census Bureau"
"Baker City, OR",USA,44.779842,-117.826282,1,street_center,,"Baker St",,,"Baker City",OR,"Baker County",97814,US,"TIGER/Line® dataset from the US Census Bureau"
"Tracy, CA",USA,37.756433,-121.434933,0.9,street_center,,"N Tracy Blvd",,,Tracy,CA,"San Joaquin County",95376,US,"TIGER/Line® dataset from the US Census Bureau"
